0
0
0
0
0
0
4
56
561
5005
-23423
13923
15448
24177
30641
20749
20972
-30640
30592
-20371
1102
-18654
-957
13198
14535
15972
5427
26771
23515
-24031
-28061
3623
-20441
9102
14585
-25912
-31311
27506
-13184
21007
15598
-32234
-8717
5051
18991
-20881
31982
-25772
20807
15962
-19051
-28103
-170
1150
-10873
-30183
-23236
-24454
-19617
6612
-8998
21855
-18741
-29762
11291
-9615
-31809
25003
25099
7518
21721
-10255
-14145
16940
-2099
-28021
21035
-14862
-31316
-27454
31561
-28543
-6431
15295
22235
16321
-17561
-21833
31319
-28614
-12631
15401
-2083
28386
-27943
3321
-25211
-26079
11893
24968
21827
-30913
15456
-20143
32041
23369
5652
5603
31152
20958
4186
-579
-18872
29460
-25455
-1397
8559
-25165
-23493
13099
13060
-22262
-6839
-14563
4799
-21625
15063
-5669
-11752
-26232
-24034
5750
8533
-32285
11920
-23086
27166
-4292
-2478
30300
13711
25262
30537
3930
19684
-30148
-17779
358
-28710
-7896
4988
-13421
9683
3128
-28475
-4510
10324
7264
-4039
1286
-2598
-31282
914
-28197
-571
-24936
4099
24199
-24005
28301
30547
6577
-25787
17912
-18124
-9205
-32417
-30912
25774
2840
23939
-23790
-29114
26865
30052
-2551
9110
2850
-29014
32548
13428
2460
20665
-24731
-2508
16690
-11263
-30692
-12387
